set_num,set_name,piece_count,real_price,real_ppp,theme_cat,theme_lic
6865-1,Captain America's Avenging Cycle,72,13.18,0.18,Standard,TRUE
4191-1,Captain's Cabin,94,12.42,0.13,Standard,TRUE
4435-1,Car and Caravan,218,20.28,0.09,Standard,FALSE
1353-1,Car Stunt Studio,166,26.31,0.16,Standard,FALSE
8661-1,Carbon Star,44,4.62,0.11,Standard,FALSE
4030-1,Cargo Carrier,323,90.23,0.28,Standard,FALSE
6391-1,Cargo Center,553,96.41,0.17,Standard,FALSE
6330-1,Cargo Center,242,71.1,0.29,Standard,FALSE
4514-1,Cargo Crane,177,25.33,0.14,Standard,FALSE
60021-1,Cargo Heliplane,393,44.99,0.11,Standard,FALSE
7734-1,Cargo Plane,463,54.09,0.12,Standard,FALSE
60022-1,Cargo Terminal,658,99.99,0.15,Standard,FALSE
4512-1,Cargo Train,548,177.29,0.32,Standard,FALSE
7939-1,Cargo Train,839,192.29,0.23,Standard,FALSE
60052-1,Cargo Train,888,199.99,0.23,Standard,FALSE
7898-1,Cargo Train Deluxe,856,173.32,0.2,Standard,FALSE
60020-1,Cargo Truck,321,39.99,0.12,Standard,FALSE
6274-1,Caribbean Clipper,378,101.45,0.27,Standard,FALSE
6404-1,Carriage Ride,62,12.99,0.21,Standard,FALSE
5898-1,Cars Building Set,139,10.67,0.08,Standard,FALSE
6257-1,Castaway's Raft,54,15.97,0.3,Standard,FALSE
6075-2,Castle,767,123.01,0.16,Standard,FALSE
7979-1,Castle Advent Calendar,176,32.46,0.18,Standard,FALSE
6193-1,Castle Building Set,137,10.85,0.08,Standard,FALSE
70806-1,Castle Cavalry,424,29.99,0.07,Standard,FALSE
850889-1,Castle Dragons Accessory Set,42,14.99,0.36,Standard,FALSE
6035-1,Castle Guard,52,11.32,0.22,Standard,FALSE
850888-1,Castle Knights Accessory Set,32,14.99,0.47,Standard,FALSE
6102-1,Castle Mini Figures,36,11.91,0.33,Standard,FALSE
6103-1,Castle Mini Figures,42,13.29,0.32,Standard,FALSE
1597-1,Castle Value Pack,117,12.9,0.11,Standard,FALSE
2540-1,Catapault Cart,28,2.86,0.1,Standard,FALSE
6032-1,Catapault Crusher,56,8.12,0.14,Standard,FALSE
5994-1,Catapult,27,1.19,0.04,Standard,FALSE
6030-1,Catapult,83,13.45,0.16,Standard,FALSE
6858-1,Catwoman Catcycle City Chase,89,13.18,0.15,Standard,TRUE
79106-1,Cavalry Builder Set,69,12.99,0.19,Standard,TRUE
8708-1,Cave Crusher,259,54.28,0.21,Standard,FALSE
6896-1,Celestial Forager,90,19.52,0.22,Standard,FALSE
6834-1,Celestial Sled,55,6.45,0.12,Standard,FALSE
6969-1,Celestial Stinger,256,71.46,0.28,Standard,FALSE
7990-1,Cement Mixer,213,16.84,0.08,Standard,FALSE
60018-1,Cement Mixer,221,19.99,0.09,Standard,FALSE
6398-1,Central Precinct HQ,615,117.69,0.19,Standard,FALSE
6597-1,Century Skyway,894,171.34,0.19,Standard,FALSE
8114-1,Chameleon Hunter,188,16.22,0.09,Standard,FALSE
3409-1,Championship Challenge,294,67.64,0.23,Standard,FALSE
3420-1,Championship Challenge II,388,64.75,0.17,Standard,FALSE
7196-1,Chauchilla Cemetery Battle,187,21.71,0.12,Standard,TRUE
6551-1,Checkered Flag 500,193,44,0.23,Standard,FALSE
3342-1,Chewbacca and 2 Biker Scouts Minifig Pack - Star Wars #3,22,6.76,0.31,Standard,TRUE
70113-1,CHI Battles,92,19.99,0.22,Standard,FALSE
70207-1,CHI Cragger,58,14.99,0.26,Standard,FALSE
70203-1,CHI Cragger,65,14.99,0.23,Standard,FALSE
70201-1,CHI Eris,67,14.99,0.22,Standard,FALSE
70211-1,CHI Fluminox,91,19.99,0.22,Standard,FALSE
70202-1,CHI Gorzan,59,14.99,0.25,Standard,FALSE
70206-1,CHI Laval,49,14.99,0.31,Standard,FALSE
70200-1,CHI Laval,55,14.99,0.27,Standard,FALSE
70209-1,CHI Mungus,64,14.99,0.23,Standard,FALSE
70208-1,CHI Panthar,59,14.99,0.25,Standard,FALSE
70205-1,CHI Razar,68,14.99,0.22,Standard,FALSE
70212-1,CHI Sir Fangar,97,19.99,0.21,Standard,FALSE
70210-1,CHI Vardy,68,14.99,0.22,Standard,FALSE
70102-1,CHI Waterfall,106,14.99,0.14,Standard,FALSE
70204-1,CHI Worriz,55,14.99,0.27,Standard,FALSE
6746-1,Chief's Tepee,134,29.03,0.22,Standard,FALSE
4742-1,Chill Speeder,58,4.93,0.09,Standard,FALSE
41512-1,Chomly,68,4.99,0.07,Standard,TRUE
2114-1,Chopov,20,10.35,0.52,Standard,FALSE
6324-1,Chopper Cop,17,4.29,0.25,Standard,FALSE
6664-1,Chopper Cops,67,11.69,0.17,Standard,FALSE
8196-1,Chopper Jump,141,16.01,0.11,Standard,FALSE
2853590-1,Chrome Stormtrooper,5,3.19,0.64,Standard,TRUE
4981-1,Chum Bucket,337,39.31,0.12,Standard,TRUE
8780-1,Citadel of Orlan,442,61.66,0.14,Standard,FALSE
7324-1,City Advent Calendar,203,17.89,0.09,Standard,FALSE
7904-1,City Advent Calendar,257,23.11,0.09,Standard,FALSE
7907-1,City Advent Calendar,232,28.08,0.12,Standard,FALSE
7724-1,City Advent Calendar,196,32.45,0.17,Standard,FALSE
60063-1,City Advent Calendar,218,29.99,0.14,Standard,FALSE
60024-1,City Advent Calendar,244,29.99,0.12,Standard,FALSE
7687-1,City Advent Calendar,257,32.56,0.13,Standard,FALSE
7553-1,City Advent Calendar,232,36.24,0.16,Standard,FALSE
2824-1,City Advent Calendar,271,37.38,0.14,Standard,FALSE
4428-1,City Advent Calendar,248,40.58,0.16,Standard,FALSE
10159-1,City Airport,928,110.99,0.12,Standard,FALSE
65743-1,City Construction Value Pack,226,29.82,0.13,Standard,FALSE
7641-1,City Corner,483,65.14,0.13,Standard,FALSE
66175-1,City Essential Vehicles Collection,526,56.17,0.11,Standard,FALSE
4207-1,City Garage,933,121.75,0.13,Standard,FALSE
8403-1,City House,383,42.72,0.11,Standard,FALSE
8401-1,City Minifigure Collection,60,10.85,0.18,Standard,FALSE
7985-1,City of Atlantis,686,72.48,0.11,Standard,FALSE
6314-1,City People,33,12.04,0.36,Standard,FALSE
4288-1,Classic Bucket,400,13.98,0.03,Standard,FALSE
850839-1,Classic Pirate Set,39,14.99,0.38,Standard,FALSE
8190-1,Claw Catcher,259,37.38,0.14,Standard,FALSE
8101-1,Claw Crusher,99,8.98,0.09,Standard,FALSE
8959-1,Claw Digger,197,21.71,0.11,Standard,FALSE
7250-1,Clone Scout Walker,108,11.93,0.11,Standard,TRUE
7913-1,Clone Trooper Battle Pack,85,13.45,0.16,Standard,TRUE
7655-1,Clone Troopers Battle Pack,58,11.22,0.19,Standard,TRUE
75000-1,Clone Troopers vs. Droidekas,124,12.99,0.1,Standard,TRUE
75028-1,Clone Turbo Tank,96,9.99,0.1,Standard,TRUE
7261-1,Clone Turbo Tank,801,107.35,0.13,Standard,TRUE
8098-1,Clone Turbo Tank,1141,128.19,0.11,Standard,TRUE
7261-2,Clone Turbo Tank (non-light-up / 2006 edition),813,104,0.13,Standard,TRUE
8014-1,Clone Walker Battle Pack,72,13.02,0.18,Standard,TRUE
comcon001-1,Clone Wars (SDCC 2008 exclusive),351,82.22,0.23,Standard,TRUE
10123-1,Cloud City,698,126.63,0.18,Standard,TRUE
70803-1,Cloud Cuckoo Palace,197,19.99,0.1,Standard,FALSE
70707-1,CLS-89 Eradicator Mech,440,39.99,0.09,Standard,FALSE
7737-1,Coast Guard 4WD & Jet Scooter,130,10.81,0.08,Standard,FALSE
60012-1,Coast Guard 4x4 & Diving Boat,128,19.99,0.16,Standard,FALSE
60013-1,Coast Guard Helicopter,230,39.99,0.17,Standard,FALSE
7738-1,Coast Guard Helicopter & Life Raft,445,43.27,0.1,Standard,FALSE
6435-1,Coast Guard HQ,219,92.29,0.42,Standard,FALSE
5621-1,Coast Guard Kayak,21,3.78,0.18,Standard,FALSE
60014-1,Coast Guard Patrol,449,79.99,0.18,Standard,FALSE
7739-1,Coast Guard Patrol Boat & Tower,444,64.91,0.15,Standard,FALSE
60015-1,Coast Guard Plane,279,44.99,0.16,Standard,FALSE
4210-1,Coast Guard Platform,469,54.09,0.12,Standard,FALSE
7736-1,Coast Guard Quad Bike,33,5.4,0.16,Standard,FALSE
30225-1,Coast Guard Seaplane,37,3.99,0.11,Standard,FALSE
7726-1,Coast Guard Truck with Speed Boat,361,43.27,0.12,Standard,FALSE
6433-1,Coast Watch,90,41.95,0.47,Standard,FALSE
7047-1,Coast Watch HQ,367,61.66,0.17,Standard,FALSE
6353-1,Coastal Cutter,185,32.5,0.18,Standard,FALSE
6483-1,Coastal Patrol,243,75.45,0.31,Standard,FALSE
6387-1,Coastal Rescue Base,374,65.75,0.18,Standard,FALSE
79109-1,Colby City Showdown,587,49.99,0.09,Standard,TRUE
2112-1,Cole,19,10.35,0.54,Standard,FALSE
2170-1,Cole DX,21,10.35,0.49,Standard,FALSE
70502-1,Cole's Earth Driller,171,19.99,0.12,Standard,FALSE
9444-1,Cole's Tread Assault,286,40.58,0.14,Standard,FALSE
comcon004-1,Collectable Display Set 1,5,54.28,10.86,Standard,TRUE
comcon008-1,Collectable Display Set 3,5,54.28,10.86,Standard,TRUE
comcon006-1,Collectable Display Set 4,15,54.28,3.62,Standard,TRUE
comcon009-1,Collectable Display Set 6,5,54.28,10.86,Standard,TRUE
6453-1,Com-Link Cruiser,60,8.39,0.14,Standard,FALSE
79107-1,Comanche Camp,161,19.99,0.12,Standard,TRUE
7721-1,Combat Crawler X2,581,56.17,0.1,Standard,FALSE
7636-1,Combine Harvester,360,48.85,0.14,Standard,FALSE
6332-1,Command Post Central,272,85.75,0.32,Standard,FALSE
6636-1,Command Post Central,273,84.18,0.31,Standard,FALSE
70746-1,Condrai Copter Attack,311,29.99,0.1,Standard,FALSE
79111-1,Constitution Train Chase,699,99.99,0.14,Standard,TRUE
7592-1,Construct-a-Buzz,205,26.7,0.13,Standard,TRUE
7591-1,Construct-a-Zurg,118,26.7,0.23,Standard,TRUE
6565-1,Construction Crew,78,23.95,0.31,Standard,FALSE
6481-1,Construction Crew,169,50.72,0.3,Standard,FALSE
7243-1,Construction Site,298,47.7,0.16,Standard,FALSE
7633-1,Construction Site,898,108.58,0.12,Standard,FALSE
5972-1,Container Heist,282,32.56,0.12,Standard,FALSE
7992-1,Container Stacker,218,22.46,0.1,Standard,FALSE
75015-1,Corporate Alliance Tank Droid,271,19.99,0.07,Standard,TRUE
7748-1,Corporate Alliance Tank Droid,216,27.14,0.13,Standard,TRUE
75046-1,Coruscant Police Gunship,481,49.99,0.1,Standard,TRUE
6837-1,Cosmic Creeper,58,11.43,0.2,Standard,FALSE
6890-1,Cosmic Cruiser,115,26.55,0.23,Standard,FALSE
6953-1,Cosmic Laser Launcher,208,61.52,0.3,Standard,FALSE
7752-1,Count Dooku's Solar Sailer,385,59.71,0.16,Standard,TRUE
6454-1,Countdown Corner,133,27.97,0.21,Standard,FALSE
6418-1,Country Club,280,62.36,0.22,Standard,FALSE
7953-1,Court Jester,22,4.26,0.19,Standard,FALSE
6716-1,Covered Wagon,64,11.88,0.19,Standard,FALSE
6140-1,Crab,78,14.29,0.18,Standard,FALSE
7774-1,Crab Crusher,590,56.17,0.1,Standard,FALSE
21116-1,Crafting Box,518,49.99,0.1,Standard,TRUE
70006-1,Cragger's Command Ship,609,79.99,0.13,Standard,FALSE
70135-1,Cragger's Fire Striker,380,39.99,0.11,Standard,FALSE
70706-1,Crater Creeper,171,19.99,0.12,Standard,FALSE
1785-1,Crater Critters,143,15.29,0.11,Standard,FALSE
1787-1,Crater Cruiser,183,27.51,0.15,Standard,FALSE
7632-1,Crawler Crane,481,65.14,0.14,Standard,FALSE
70001-1,Crawley's Claw Ripper,139,14.99,0.11,Standard,FALSE
9092-1,Crazy Demon,86,10.14,0.12,Standard,FALSE
70812-1,Creative Ambush,473,39.99,0.08,Standard,FALSE
10692-1,Creative Bricks,221,16.99,0.08,Standard,FALSE
5539-1,Creative Bucket,480,32.56,0.07,Standard,FALSE
10682-1,Creative Suitcase,1000,59.99,0.06,Standard,FALSE
10693-1,Creative Supplement,303,19.99,0.07,Standard,FALSE
10694-1,Creative Supplement Bright,303,19.99,0.07,Standard,FALSE
6553-1,Crisis News Crew,136,17.42,0.13,Standard,FALSE
70112-1,Croc Chomp,105,14.99,0.14,Standard,FALSE
6246-1,Crocodile Cage,59,11.4,0.19,Standard,FALSE
70126-1,Crocodile Legend Beast,121,9.99,0.08,Standard,FALSE
70231-1,Crocodile Tribe Pack,72,9.99,0.14,Standard,FALSE
60041-1,Crook Pursuit,38,6.99,0.18,Standard,FALSE
60068-1,Crooks' Hideout,473,69.99,0.15,Standard,FALSE
6250-1,Cross Bone Clipper,154,47.9,0.31,Standard,FALSE
7090-1,Crossbow Attack,54,6.73,0.12,Standard,FALSE
1804-1,Crossbow Boat,21,2.97,0.14,Standard,FALSE
1712-1,Crossbow Cart,23,3.14,0.14,Standard,FALSE
8495-1,Crosstown Craze,503,43.27,0.09,Standard,FALSE
8160-1,Cruncher Block & Racer X,367,43.27,0.12,Standard,FALSE
1728-1,Crystal Crawler,97,14.85,0.15,Standard,FALSE
6145-1,Crystal Crawler,96,17.82,0.19,Standard,FALSE
6150-1,Crystal Detector,104,28.58,0.27,Standard,FALSE
6175-1,Crystal Explorer Sub,167,50.44,0.3,Standard,FALSE
5619-1,Crystal Hawk,26,3.78,0.15,Standard,FALSE
8962-1,Crystal King,168,21.71,0.13,Standard,FALSE
2160-1,Crystal Scavenger,110,21.77,0.2,Standard,FALSE
8961-1,Crystal Sweeper,474,76,0.16,Standard,FALSE
1383-1,Curse of the Pharaoh,51,5.18,0.1,Standard,FALSE
7325-1,Cursed Cobra Statue,213,31.06,0.15,Standard,FALSE
10200-1,Custom Car Garage,893,75.73,0.08,Standard,FALSE
5550-1,Custom Rally Van,525,84.66,0.16,Standard,FALSE
6816-1,Cyber Blaster,20,2.9,0.15,Standard,FALSE
6999-1,Cyber Saucer,114,29.03,0.25,Standard,FALSE
6900-1,Cyber Saucer,114,31.93,0.28,Standard,FALSE
6818-1,Cyborg Scout,36,4.35,0.12,Standard,FALSE
8100-1,Cyclone Defender,92,8.98,0.1,Standard,FALSE
8782-1,Danju,46,9.87,0.21,Standard,FALSE
6582-1,Daredevil Flight Squad,287,42.88,0.15,Standard,FALSE
5002144-1,Dareth vs. Nindroid,10,4.99,0.5,Standard,FALSE
6076-1,Dark Dragon's Den,214,69.32,0.32,Standard,FALSE
6079-1,Dark Forest Fortress,464,74.24,0.16,Standard,FALSE
8115-1,Dark Panther,244,16.22,0.07,Standard,FALSE
6679-1,Dark Shark,83,13.24,0.16,Standard,FALSE
76028-1,Darkseid Invasion,545,69.99,0.13,Standard,TRUE
10018-1,Darth Maul,1868,197.31,0.11,Standard,TRUE
7961-1,Darth Maul's Sith Infiltrator,479,72.48,0.15,Standard,TRUE
8010-1,Darth Vader,391,51.8,0.13,Standard,TRUE
7251-1,Darth Vader Transformation,53,8.35,0.16,Standard,TRUE
8017-1,Darth Vader's TIE Fighter,251,32.56,0.13,Standard,TRUE
10188-1,Death Star,3803,432.79,0.11,Standard,TRUE
10143-1,Death Star II,3441,322.05,0.09,Standard,TRUE
75034-1,Death Star Troopers,83,12.99,0.16,Standard,TRUE
6973-1,Deep Freeze Defender,417,72.55,0.17,Standard,FALSE
6559-1,Deep Sea Bounty,348,63.86,0.18,Standard,FALSE
6155-1,Deep Sea Predator,103,33.63,0.33,Standard,FALSE
8636-1,Deep Sea Quest,520,54.09,0.1,Standard,FALSE
7984-1,Deep Sea Raider,265,31.06,0.12,Standard,FALSE
6441-1,Deep Sea Refuge,449,87.09,0.19,Standard,FALSE
8076-1,Deep Sea Striker,260,21.36,0.08,Standard,FALSE
7770-1,Deep Sea Treasure Hunter,75,5.61,0.07,Standard,FALSE
4801-1,Defence Archer,15,2.71,0.18,Standard,FALSE
4811-1,Defense Archer,15,2.71,0.18,Standard,FALSE
6377-1,Delivery Center,305,55.21,0.18,Standard,FALSE
450-2,Deluxe Building Set,450,80.98,0.18,Standard,FALSE
502-1,Deluxe Building Set with Suitcase,451,100.41,0.22,Standard,FALSE
116-2,Deluxe Motorized Train Set,360,133.88,0.37,Standard,FALSE
60076-1,Demolition Site,776,89.99,0.12,Standard,FALSE
60072-1,Demolition Starter Set,85,9.99,0.12,Standard,FALSE
8303-1,Demon Destroyer,51,6.2,0.12,Standard,FALSE
6355-1,Derby Trotter,140,26.3,0.19,Standard,FALSE
7569-1,Desert Attack,67,11.74,0.18,Standard,TRUE
8126-1,Desert Challenge,144,16.28,0.11,Standard,FALSE
2879-1,Desert Expedition,196,28.58,0.15,Standard,FALSE
5948-1,Desert Expedition,196,28.58,0.15,Standard,FALSE
8496-1,Desert Hammer,510,54.09,0.11,Standard,FALSE
8490-1,Desert Hopper,92,10.81,0.12,Standard,FALSE
8864-1,Desert of Destruction,961,96.14,0.1,Standard,FALSE
8359-1,Desert Racer,27,5.07,0.19,Standard,FALSE
7104-1,Desert Skiff,55,8.12,0.15,Standard,TRUE
9496-1,Desert Skiff,213,25.36,0.12,Standard,TRUE
8122-1,Desert Viper,41,5.42,0.13,Standard,FALSE
536-2,Designer Set,536,69.68,0.13,Standard,FALSE
9446-1,Destiny's Bounty,680,81.16,0.12,Standard,FALSE
8002-1,Destroyer Droid,558,67.64,0.12,Standard,TRUE
70726-1,Destructoid,253,34.99,0.14,Standard,FALSE
10246-1,Detective's Office,2262,159.99,0.07,Standard,FALSE
10217-1,Diagon Alley,2025,155.34,0.08,Standard,TRUE
4723-1,Diagon Alley Shops,80,13.15,0.16,Standard,TRUE
6669-1,Diesel Daredevil,90,14.97,0.17,Standard,FALSE
6581-1,Dig 'N' Dump,127,19.67,0.15,Standard,FALSE
7248-1,Digger,127,23.84,0.19,Standard,FALSE
5887-1,Dino Defense HQ,793,101.45,0.13,Standard,FALSE
5934-1,Dino Explorer,90,20.29,0.23,Standard,FALSE
1354-1,Dino Head Attack,94,13.15,0.14,Standard,FALSE
5987-1,Dino Research Compound,617,108.23,0.18,Standard,FALSE
1360-1,Director's Copter,22,3.95,0.18,Standard,FALSE
4433-1,Dirt Bike Transporter,201,20.28,0.1,Standard,FALSE
8369-2,Dirt Crusher RC,88,46.22,0.53,Standard,FALSE
8369-1,Dirt Crusher RC,88,172.65,1.96,Standard,FALSE
005-2,Discovery Set,328,71.9,0.22,Standard,FALSE
1782-1,Discovery Station,322,72.57,0.23,Standard,FALSE
2536-1,Divers Jet Ski,23,2.86,0.12,Standard,FALSE
6560-1,Diving Expedition Explorer,471,114.66,0.24,Standard,FALSE
4731-1,Dobby's Release,70,9.07,0.13,Standard,TRUE
4936-1,Doc & Patient,18,3.36,0.19,Standard,FALSE
76015-1,Doc Ock Truck Heist,237,19.99,0.08,Standard,TRUE
4854-1,Doc Ock's Bank Robbery,174,24.66,0.14,Standard,TRUE
4857-1,Doc Ock's Fusion Lab,237,24.66,0.1,Standard,TRUE
4856-1,Doc Ock's Hideout,486,61.66,0.13,Standard,TRUE
7902-1,Doctor's Car,66,6.92,0.1,Standard,FALSE
70756-1,Dojo Showdown,215,24.99,0.12,Standard,FALSE
79011-1,Dol Guldur Ambush,217,19.99,0.09,Standard,TRUE
79014-1,Dol Guldur Battle,797,69.99,0.09,Standard,TRUE
6414-1,Dolphin Point,207,50.44,0.24,Standard,FALSE
6117-1,Doors and Windows,100,14.06,0.14,Standard,FALSE
836-1,Doors and Windows Parts Pack,37,13.43,0.36,Standard,FALSE
7300-1,Double Hover,21,3.95,0.19,Standard,FALSE
70818-1,Double-Decker Couch,197,14.99,0.08,Standard,FALSE
7685-1,Dozer,352,43.42,0.12,Standard,FALSE
5913-1,Dr. Kilroy's Car,21,4.06,0.19,Standard,FALSE
4750-1,Draco's Encounter with Buckbeak,36,9.87,0.27,Standard,TRUE
8705-1,Dracus,38,11.54,0.3,Standard,FALSE
6568-1,Drag Race Rally,292,42.88,0.15,Standard,FALSE
6043-1,Dragon Defender,157,19.35,0.12,Standard,FALSE
8227-1,Dragon Dueler,94,13.45,0.14,Standard,FALSE
2147-1,Dragon Fly,183,40.64,0.22,Standard,FALSE
7419-1,Dragon Fortress,732,113.97,0.16,Standard,FALSE
70403-1,Dragon Mountain,376,49.99,0.13,Standard,FALSE
4818-1,Dragon Rider,11,6.76,0.61,Standard,FALSE
6056-1,Dragon Wagon,105,32.24,0.31,Standard,FALSE
1250-1,Dragster,25,2.38,0.1,Standard,FALSE
1992-1,Dragsters,104,12.49,0.12,Standard,FALSE
7079-1,Drawbridge Defense,335,43.42,0.13,Standard,FALSE
70168-1,Drillex Diamond Job,312,29.99,0.1,Standard,FALSE
7106-1,Droid Escape,45,7.89,0.18,Standard,TRUE
9490-1,Droid Escape,137,20.28,0.15,Standard,TRUE
7111-1,Droid Fighter,62,8.39,0.14,Standard,TRUE
7678-1,Droid Gunship,329,32.45,0.1,Standard,TRUE
75042-1,Droid Gunship,439,49.99,0.11,Standard,TRUE
7252-1,Droid Tri-Fighter,148,17.89,0.12,Standard,TRUE
8086-1,Droid Tri-Fighter,268,26.7,0.1,Standard,TRUE
75044-1,Droid Tri-Fighter,262,29.99,0.11,Standard,TRUE
7654-1,Droids Battle Pack,102,11.22,0.11,Standard,TRUE
1665-1,Dual FX Racers,108,15.6,0.14,Standard,FALSE
75017-1,Duel on Geonosis,391,39.99,0.1,Standard,TRUE
4587-1,Duel Racers,200,51.8,0.26,Standard,FALSE
76030-1,Duel with Hydra,220,19.99,0.09,Standard,TRUE
4729-1,Dumbledore's Office,446,64.75,0.15,Standard,TRUE
7631-1,Dump Truck,189,21.71,0.11,Standard,FALSE
4434-1,Dump Truck,222,20.28,0.09,Standard,FALSE
7344-1,Dump Truck,187,35.78,0.19,Standard,FALSE
6535-1,Dumper,42,6.88,0.16,Standard,FALSE
60082-1,Dune Buggy Trailer,222,19.99,0.09,Standard,FALSE
7042-1,Dune Patrol,36,4.93,0.14,Standard,FALSE
4817-1,Dungeon,38,6.76,0.18,Standard,FALSE
6042-1,Dungeon Hunters,110,22.73,0.21,Standard,FALSE
4576-1,Duster,7,3.95,0.56,Standard,FALSE
852702-1,Dwarf Warrior Battle Pack,45,16.28,0.36,Standard,FALSE
7036-1,Dwarves' Mine,575,67.4,0.12,Standard,FALSE
7040-1,Dwarves' Mine Defender,86,10.81,0.13,Standard,FALSE
70124-1,Eagle Legend Beast,104,9.99,0.1,Standard,FALSE
6615-1,Eagle Stunt Flyer,76,12.99,0.17,Standard,FALSE
70011-1,Eagles' Castle,369,39.99,0.11,Standard,FALSE
7066-1,Earth Defense HQ,875,93.2,0.11,Standard,FALSE
2509-1,Earth Dragon Defense,225,36.24,0.16,Standard,FALSE
7749-1,Echo Base,155,27.14,0.18,Standard,TRUE
70007-1,Eglor's Twin Bike,223,24.99,0.11,Standard,FALSE
10181-1,Eiffel Tower,3428,224.7,0.07,Standard,FALSE
6276-1,Eldorado Fortress,506,123.99,0.25,Standard,FALSE
70754-1,ElectroMech,153,14.99,0.1,Standard,FALSE
7414-1,Elephant Caravan,86,25.33,0.29,Standard,FALSE
9488-1,Elite Clone Trooper & Commando Droid Battle Pack,98,13.18,0.13,Standard,TRUE
10194-1,Emerald Night,1085,108.58,0.1,Standard,FALSE
6445-1,Emergency Evac,101,11.43,0.11,Standard,FALSE
5493-1,Emergency Rescue Box,705,33.71,0.05,Standard,FALSE
6479-1,Emergency Response Center,423,85.75,0.2,Standard,FALSE
6380-1,Emergency Treatment Center,308,61.01,0.2,Standard,FALSE
70814-1,Emmet's Construct-o-Mech,708,59.99,0.08,Standard,FALSE
3340-1,Emperor Palpatine / Darth Maul and Darth Vader Minifig Pack - Star Wars #1,32,6.76,0.21,Standard,TRUE
8096-1,Emperor Palpatine's Shuttle,592,64.09,0.11,Standard,TRUE
7416-1,Emperor's Ship,177,25.33,0.14,Standard,FALSE
3053-1,Emperor's Stronghold,331,55.93,0.17,Standard,FALSE
21002-1,Empire State Building,77,21.71,0.28,Standard,FALSE
6278-1,Enchanted Island,428,103.75,0.24,Standard,FALSE
6292-1,Enchanted Island,419,92.08,0.22,Standard,FALSE
9489-1,Endor Rebel Trooper & Imperial Trooper Battle Pack,77,13.18,0.17,Standard,TRUE
70749-1,Enter the Serpent,529,59.99,0.11,Standard,FALSE
8653-1,Enzo Ferrari 1:10,1360,119.28,0.09,Standard,FALSE
8652-1,Enzo Ferrari 1:17,477,47.71,0.1,Standard,FALSE
9450-1,Epic Dragon Battle,915,121.75,0.13,Standard,FALSE
65771-1,Episode III Collectors' Set,544,71.57,0.13,Standard,TRUE
70013-1,Equila's Ultra Striker,339,39.99,0.12,Standard,FALSE
70003-1,Eris' Eagle Interceptor,348,34.99,0.1,Standard,FALSE
70142-1,Eris' Fire Eagle Flyer,330,29.99,0.09,Standard,FALSE
8426-1,Escape at Sea,159,20.7,0.13,Standard,TRUE
79001-1,Escape from Mirkwood Spiders,298,30.43,0.1,Standard,TRUE
4728-1,Escape from Privet Drive,278,38.85,0.14,Standard,TRUE
7187-1,Escape from the Dragon's Prison,185,20.7,0.11,Standard,FALSE
7646-1,ETX Alien Infiltraitor,333,32.45,0.1,Standard,FALSE
7691-1,ETX Alien Mothership Assault,434,56.17,0.13,Standard,FALSE
7693-1,ETX Alien Strike,246,22.46,0.09,Standard,FALSE
4798-1,Evil Ogel Attack,21,3.89,0.19,Standard,FALSE
30250-1,Ewar's Acro Fighter,33,3.99,0.12,Standard,FALSE
7139-1,Ewok Attack,121,16.84,0.14,Standard,TRUE
7956-1,Ewok Attack,166,25.88,0.16,Standard,TRUE
10236-1,Ewok Village,1990,249.99,0.13,Standard,TRUE
7316-1,Excavation Searcher,471,65.77,0.14,Standard,FALSE
60075-1,Excavator and Truck,311,49.99,0.16,Standard,FALSE
4203-1,Excavator Transporter,305,40.58,0.13,Standard,FALSE
8354-1,Exo Force Bike,101,12.66,0.13,Standard,FALSE
8381-1,Exo Raider,94,12.33,0.13,Standard,FALSE
8385-1,Exo Stealth,81,12.33,0.15,Standard,FALSE
21109-1,Exo-Suit,321,34.99,0.11,Standard,FALSE
5956-1,Expedition Balloon,175,27.97,0.16,Standard,FALSE
244-1,Explorer Set,244,34.66,0.14,Standard,FALSE
6982-1,Explorien Starship,662,118.78,0.18,Standard,FALSE
1352-1,Explosion Studio,233,46.04,0.2,Standard,FALSE
804-1,Extra Bricks Black,62,10.1,0.16,Standard,FALSE
801-2,Extra Bricks Blue,82,10.1,0.12,Standard,FALSE
805-1,Extra Bricks Grey,62,10.1,0.16,Standard,FALSE
800-2,Extra Bricks Red,120,10.1,0.08,Standard,FALSE
802-2,Extra Bricks White,30,10.1,0.34,Standard,FALSE
803-1,Extra Bricks Yellow,62,10.1,0.16,Standard,FALSE
8371-1,Extreme Power Bike,98,12.66,0.13,Standard,FALSE
6584-1,Extreme Team Challenge,350,71.46,0.2,Standard,FALSE
2963-1,Extreme Team Racer,84,8.58,0.1,Standard,FALSE
2537-1,Extreme Team Raft,24,2.86,0.12,Standard,FALSE
8164-1,Extreme Wheelie,87,14.11,0.16,Standard,FALSE
6375-2,Exxon Gas Station,267,56.54,0.21,Standard,FALSE
8148-1,EZ-Roadster,45,5.4,0.12,Standard,FALSE
75090-1,Ezra's Speeder Bike,253,19.99,0.08,Standard,TRUE
6484-1,F1 Hauler,269,75.67,0.28,Standard,FALSE
75913-1,F14 T & Scuderia Ferrari Truck,884,99.99,0.11,Standard,FALSE
8656-1,F6 Truck,47,4.77,0.1,Standard,FALSE
248-2,Factory with Conveyor Belt,248,51.02,0.21,Standard,FALSE
