set_num,set_name,piece_count,real_price,real_ppp,theme_cat,theme_lic
42032-1,Compact Tracked Loader,252,19.99,0.08,Non-Standard Technical,FALSE
8428-1,Concept Car,471,62.88,0.13,Non-Standard Technical,FALSE
8529-1,Connector Cables for Mindstorms NXT,7,11.54,1.65,Non-Standard Technical,FALSE
42023-1,Construction Crew,833,69.99,0.08,Non-Standard Technical,FALSE
4549-1,Container Double Stack,451,83.83,0.19,Non-Standard Technical,FALSE
8052-1,Container Truck,686,74.77,0.11,Non-Standard Technical,FALSE
42024-1,Container Truck,948,79.99,0.08,Non-Standard Technical,FALSE
8485-1,Control Centre II,1079,334.76,0.31,Non-Standard Technical,FALSE
8244-1,Convertables,275,49,0.18,Non-Standard Technical,FALSE
8433-1,Cool Movers,215,16.03,0.07,Non-Standard Technical,FALSE
8446-1,Crane Truck,582,83.9,0.14,Non-Standard Technical,FALSE
8258-1,Crane Truck,1877,162.87,0.09,Non-Standard Technical,FALSE
7817-1,Crane Wagon,147,55.21,0.38,Non-Standard Technical,FALSE
8288-1,Crawler Crane,800,57.77,0.07,Non-Standard Technical,FALSE
155-1,Cross Rails / Straight Track and Base Plates,14,13.95,1,Non-Standard Technical,FALSE
4520-1,Curved Rails,8,22.22,2.78,Non-Standard Technical,FALSE
151-1,Curved Track,28,14.38,0.51,Non-Standard Technical,FALSE
42029-1,Customised Pick-Up Truck,1063,99.99,0.09,Non-Standard Technical,FALSE
8269-1,Cyber Stinger,345,55.93,0.16,Non-Standard Technical,FALSE
8257-1,Cyber Strikers,367,71.46,0.19,Non-Standard Technical,FALSE
9754-1,Dark Side Development Kit,578,135.28,0.23,Non-Standard Technical,FALSE
42027-1,Desert Racer,148,19.99,0.14,Non-Standard Technical,FALSE
8408-1,Desert Ranger,289,44.54,0.15,Non-Standard Technical,FALSE
3551-1,Dino-Jet,80,14.29,0.18,Non-Standard Technical,FALSE
8291-1,Dirt Bike,248,27.04,0.11,Non-Standard Technical,FALSE
9748-1,Droid Developer Kit,657,139.83,0.21,Non-Standard Technical,FALSE
8305-1,Duel Bikes,192,40.58,0.21,Non-Standard Technical,FALSE
8238-1,Dueling Dragsters,202,24.35,0.12,Non-Standard Technical,FALSE
8451-1,Dump Truck,183,25.33,0.14,Non-Standard Technical,FALSE
8415-1,Dump Truck,284,35.78,0.13,Non-Standard Technical,FALSE
8818-1,Dune Buggy,120,21.36,0.18,Non-Standard Technical,FALSE
8296-1,Dune Buggy,199,21.63,0.11,Non-Standard Technical,FALSE
8845-1,Dune Buggy,174,51.26,0.29,Non-Standard Technical,FALSE
8284-1,Dune Buggy / Tractor,872,69.33,0.08,Non-Standard Technical,FALSE
8207-1,Dune Duster,86,11.88,0.14,Non-Standard Technical,FALSE
8513-1,Dust,46,8.12,0.18,Non-Standard Technical,FALSE
7725-1,Electric Passenger Train Set,485,179.39,0.37,Non-Standard Technical,FALSE
8507-1,Electro,37,8.39,0.23,Non-Standard Technical,FALSE
8419-1,Excavator,286,23.86,0.08,Non-Standard Technical,FALSE
8294-1,Excavator,720,64.91,0.09,Non-Standard Technical,FALSE
42006-1,Excavator,720,79.99,0.11,Non-Standard Technical,FALSE
9736-1,Exploration Mars,155,67.64,0.44,Non-Standard Technical,FALSE
9732-1,Extreme Creatures,148,71.46,0.48,Non-Standard Technical,FALSE
8081-1,Extreme Cruiser,590,62.13,0.11,Non-Standard Technical,FALSE
8465-1,Extreme Off-Roader,365,52.62,0.14,Non-Standard Technical,FALSE
8808-1,F1 Racer,94,13.75,0.15,Non-Standard Technical,FALSE
8456-1,Fiber Optic Multi Set,404,109.87,0.27,Non-Standard Technical,FALSE
8280-1,Fire Engine,424,84.07,0.2,Non-Standard Technical,FALSE
8253-1,Fire Helicopter,210,23.07,0.11,Non-Standard Technical,FALSE
8289-1,Fire Truck,1036,86.65,0.08,Non-Standard Technical,FALSE
8521-1,Flare,44,8.12,0.18,Non-Standard Technical,FALSE
8109-1,Flatbed Truck,1115,103.55,0.09,Non-Standard Technical,FALSE
8416-1,Fork-Lift,729,83.49,0.11,Non-Standard Technical,FALSE
8441-1,Fork-Lift Truck,70,7.6,0.11,Non-Standard Technical,FALSE
8463-1,Forklift,235,39.46,0.17,Non-Standard Technical,FALSE
8248-1,Forklift,231,47.16,0.2,Non-Standard Technical,FALSE
8872-1,Forklift Transporter,763,132.2,0.17,Non-Standard Technical,FALSE
8440-1,Formula Flash,414,82.54,0.2,Non-Standard Technical,FALSE
8237-1,Formula Force,115,13.53,0.12,Non-Standard Technical,FALSE
42037-1,Formula Off-Roader,494,59.99,0.12,Non-Standard Technical,FALSE
4565-1,Freight and Crane Railway,914,207.86,0.23,Non-Standard Technical,FALSE
4557-1,Freight Loading Station,215,41.95,0.2,Non-Standard Technical,FALSE
4564-1,Freight Rail Runner,587,210.64,0.36,Non-Standard Technical,FALSE
8828-1,Front End Loader,175,34.87,0.2,Non-Standard Technical,FALSE
8235-1,Front End Loader,165,45.86,0.28,Non-Standard Technical,FALSE
8439-1,Front End Loader,582,86.33,0.15,Non-Standard Technical,FALSE
8265-1,Front Loader,1061,86.86,0.08,Non-Standard Technical,FALSE
8453-1,Front-End Loader,214,25.33,0.12,Non-Standard Technical,FALSE
8511-1,Frost,44,8.12,0.18,Non-Standard Technical,FALSE
8437-1,Future Car,419,78.38,0.19,Non-Standard Technical,FALSE
8277-1,Giant Model Set,554,58.06,0.1,Non-Standard Technical,FALSE
3806-1,Gigamesh G60,244,77.7,0.32,Non-Standard Technical,FALSE
8256-1,Go-Kart,144,16.28,0.11,Non-Standard Technical,FALSE
948-1,Go-Kart,206,78.61,0.38,Non-Standard Technical,FALSE
8842-1,Go-Kart,281,53.14,0.19,Non-Standard Technical,FALSE
42000-1,Grand Prix Racer,1141,129.99,0.11,Non-Standard Technical,FALSE
8506-1,Granite,34,8.39,0.25,Non-Standard Technical,FALSE
10015-1,Green Passenger Wagon,194,26.29,0.14,Non-Standard Technical,FALSE
8215-1,Gyro Copter,107,11.61,0.11,Non-Standard Technical,FALSE
8264-1,Hauler,575,76,0.13,Non-Standard Technical,FALSE
8046-1,Helicopter,152,21.36,0.14,Non-Standard Technical,FALSE
9396-1,Helicopter,1056,121.75,0.12,Non-Standard Technical,FALSE
10173-1,Holiday Train,965,103.99,0.11,Non-Standard Technical,FALSE
10017-1,Hopper Wagon,228,26.31,0.12,Non-Standard Technical,FALSE
42022-1,Hot Rod,414,39.99,0.1,Non-Standard Technical,FALSE
3552-1,Hover Sub,126,28.58,0.23,Non-Standard Technical,FALSE
42002-1,Hovercraft,170,19.99,0.12,Non-Standard Technical,FALSE
8824-1,Hovercraft,194,41.11,0.21,Non-Standard Technical,FALSE
8246-1,Hydro Racer,46,5.59,0.12,Non-Standard Technical,FALSE
8445-1,Indy Storm,446,55.93,0.13,Non-Standard Technical,FALSE
8504-1,Jet,44,8.39,0.19,Non-Standard Technical,FALSE
9394-1,Jet Plane,499,50.72,0.1,Non-Standard Technical,FALSE
3741-1,Large Locomotive,92,26.31,0.29,Non-Standard Technical,FALSE
8510-1,Lava,35,8.12,0.23,Non-Standard Technical,FALSE
4534-1,LEGO Express,456,207.21,0.45,Non-Standard Technical,FALSE
4535-1,LEGO Express Deluxe,762,220.16,0.29,Non-Standard Technical,FALSE
8300-1,LEGO Technic Guys,5,14.88,2.98,Non-Standard Technical,FALSE
4563-1,Load and Haul Railroad,476,205.25,0.43,Non-Standard Technical,FALSE
3745-1,Locomotive Black Bricks,106,9.21,0.09,Non-Standard Technical,FALSE
3743-1,Locomotive Blue Bricks,106,9.21,0.09,Non-Standard Technical,FALSE
3746-1,Locomotive Brown Bricks,106,9.21,0.09,Non-Standard Technical,FALSE
3747-1,Locomotive Dark Grey Bricks,106,9.21,0.09,Non-Standard Technical,FALSE
3744-1,Locomotive Green Bricks,106,9.21,0.09,Non-Standard Technical,FALSE
9397-1,Logging Truck,1308,142.04,0.11,Non-Standard Technical,FALSE
8417-1,Mag Wheel Master,317,42.88,0.14,Non-Standard Technical,FALSE
8430-1,Mag Wheel Master,318,45.33,0.14,Non-Standard Technical,FALSE
4532-1,Manual Level Crossing,135,35.63,0.26,Non-Standard Technical,FALSE
4539-1,Manual Level Crossing,110,42.76,0.39,Non-Standard Technical,FALSE
4531-1,Manual Points,6,47.87,7.98,Non-Standard Technical,FALSE
8110-1,Mercedes-Benz Unimog U 400,2048,207.12,0.1,Non-Standard Technical,FALSE
4554-1,Metro Station,600,123.15,0.21,Non-Standard Technical,FALSE
10001-1,Metroliner,782,195.99,0.25,Non-Standard Technical,FALSE
4558-1,Metroliner,784,254.85,0.33,Non-Standard Technical,FALSE
8520-1,Millennium Slizer,135,27.97,0.21,Non-Standard Technical,FALSE
31313-1,Mindstorms EV3,601,349.99,0.58,Non-Standard Technical,FALSE
8527-1,Mindstorms NXT,577,288.87,0.5,Non-Standard Technical,FALSE
8547-1,Mindstorms NXT 2.0,619,304.03,0.49,Non-Standard Technical,FALSE
42004-1,Mini Backhoe Loader,246,24.99,0.1,Non-Standard Technical,FALSE
8259-1,Mini Bulldozer,165,10.85,0.07,Non-Standard Technical,FALSE
8065-1,Mini Container Truck,119,11.38,0.1,Non-Standard Technical,FALSE
8290-1,Mini Forklift,89,8.65,0.1,Non-Standard Technical,FALSE
8418-1,Mini Loader,66,7.14,0.11,Non-Standard Technical,FALSE
8067-1,Mini Mobile Crane,292,25.88,0.09,Non-Standard Technical,FALSE
42001-1,Mini Off-Roader,100,12.99,0.13,Non-Standard Technical,FALSE
8045-1,Mini Telehandler,117,11.74,0.1,Non-Standard Technical,FALSE
9390-1,Mini Tow Truck,136,12.17,0.09,Non-Standard Technical,FALSE
8281-1,Mini Tractor,121,11.56,0.1,Non-Standard Technical,FALSE
42035-1,Mining Truck,362,29.99,0.08,Non-Standard Technical,FALSE
8053-1,Mobile Crane,1289,106.82,0.08,Non-Standard Technical,FALSE
8421-1,Mobile Crane,1884,178.92,0.09,Non-Standard Technical,FALSE
42009-1,Mobile Crane MK II,2606,219.99,0.08,Non-Standard Technical,FALSE
42005-1,Monster Truck,329,49.99,0.15,Non-Standard Technical,FALSE
42007-1,Moto Cross Bike,253,39.99,0.16,Non-Standard Technical,FALSE
8287-1,Motor Box,93,34.65,0.37,Non-Standard Technical,FALSE
8293-1,Motor Set,10,32.45,3.24,Non-Standard Technical,FALSE
8735-1,Motor Set / 9 V,60,58.06,0.97,Non-Standard Technical,FALSE
8051-1,Motorbike,467,42.72,0.09,Non-Standard Technical,FALSE
2544-1,Motorcycle,27,2.14,0.08,Non-Standard Technical,FALSE
8857-2,Motorcycles,377,139.94,0.37,Non-Standard Technical,FALSE
5221-1,Motorised Base Pack,55,54.11,0.98,Non-Standard Technical,FALSE
8275-1,Motorized Bulldozer,1384,168.52,0.12,Non-Standard Technical,FALSE
8043-1,Motorized Excavator,1123,213.66,0.19,Non-Standard Technical,FALSE
8414-1,Mountain Rambler,244,43.54,0.18,Non-Standard Technical,FALSE
8226-1,Mud Masher,127,18.58,0.15,Non-Standard Technical,FALSE
8032-1,Multi Functional Starter Set,215,41.66,0.19,Non-Standard Technical,FALSE
8082-1,Multi Model Control Set,459,159.6,0.35,Non-Standard Technical,FALSE
8042-1,Multi Model Pneumatic Set,230,62.07,0.27,Non-Standard Technical,FALSE
8022-1,Multi Model Starter Set,118,24.99,0.21,Non-Standard Technical,FALSE
8412-1,Nighthawk,286,45.48,0.16,Non-Standard Technical,FALSE
8210-1,Nitro GTX bike,86,30.57,0.36,Non-Standard Technical,FALSE
4537-1,Octan Twin Tank Rail Tanker,174,37.08,0.21,Non-Standard Technical,FALSE
8273-1,Off Road Truck,805,56.17,0.07,Non-Standard Technical,FALSE
42010-1,Off-road Racer,160,19.99,0.12,Non-Standard Technical,FALSE
8066-1,Off-Roader,141,20.7,0.15,Non-Standard Technical,FALSE
8297-1,Off-Roader,1097,129.83,0.12,Non-Standard Technical,FALSE
8512-1,Onyx,37,8.12,0.22,Non-Standard Technical,FALSE
10013-1,Open Freight Wagon,121,22.36,0.18,Non-Standard Technical,FALSE
9395-1,Pick-Up Tow Truck,954,71.02,0.07,Non-Standard Technical,FALSE
8438-1,Pneumatic Crane Truck,848,107.64,0.13,Non-Standard Technical,FALSE
8431-1,Pneumatic Crane Truck,862,110.08,0.13,Non-Standard Technical,FALSE
8460-1,Pneumatic Crane Truck,850,151.33,0.18,Non-Standard Technical,FALSE
8837-1,Pneumatic Excavator,257,78.04,0.3,Non-Standard Technical,FALSE
8464-1,Pneumatic Front-End Loader,591,92.08,0.16,Non-Standard Technical,FALSE
8459-1,Pneumatic Front-End Loader,591,119.02,0.2,Non-Standard Technical,FALSE
8443-1,Pneumatic Log Loader,327,87.6,0.27,Non-Standard Technical,FALSE
5218-1,Pneumatic Pack,147,37.88,0.26,Non-Standard Technical,FALSE
8514-1,Power,32,8.12,0.25,Non-Standard Technical,FALSE
8457-1,Power Puller,979,135.28,0.14,Non-Standard Technical,FALSE
3510-1,Promotional Set,25,1.43,0.06,Non-Standard Technical,FALSE
42034-1,Quad Bike,148,19.99,0.14,Non-Standard Technical,FALSE
8282-1,Quad Bike,200,23.11,0.12,Non-Standard Technical,FALSE
9392-1,Quad Bike,199,25.36,0.13,Non-Standard Technical,FALSE
8262-1,Quad-Bike,308,43.42,0.14,Non-Standard Technical,FALSE
42011-1,Race Car,158,19.99,0.13,Non-Standard Technical,FALSE
8041-1,Race Truck,608,64.09,0.11,Non-Standard Technical,FALSE
42041-1,Race Truck,608,69.99,0.12,Non-Standard Technical,FALSE
4541-1,Rail and Road Service Truck,122,18.18,0.15,Non-Standard Technical,FALSE
10002-1,Railroad Club Car,293,49.33,0.17,Non-Standard Technical,FALSE
4543-1,Railroad Tractor Flatbed,178,37.63,0.21,Non-Standard Technical,FALSE
4561-1,Railway Express,665,181.78,0.27,Non-Standard Technical,FALSE
7824-1,Railway Station,478,104.67,0.22,Non-Standard Technical,FALSE
8261-1,Rally Truck,198,27.14,0.14,Non-Standard Technical,FALSE
42033-1,Record Breaker,125,19.99,0.16,Non-Standard Technical,FALSE
3581-1,Red Formula 1 with Storage,171,28.58,0.17,Non-Standard Technical,FALSE
8255-1,Rescue Bike,202,20.97,0.1,Non-Standard Technical,FALSE
8068-1,Rescue Helicopter,408,41.42,0.1,Non-Standard Technical,FALSE
8454-1,Rescue Truck,639,88.64,0.14,Non-Standard Technical,FALSE
4546-1,Road and Rail Maintenance,77,17.1,0.22,Non-Standard Technical,FALSE
4525-1,Road and Rail Repair,84,15.72,0.19,Non-Standard Technical,FALSE
7835-1,Road Crossing,129,39.3,0.3,Non-Standard Technical,FALSE
8247-1,Road Rebel,44,8.39,0.19,Non-Standard Technical,FALSE
9730-1,Robo Sports,91,71.46,0.79,Non-Standard Technical,FALSE
9735-1,Robotics Discovery Set,390,209.75,0.54,Non-Standard Technical,FALSE
9747-1,Robotics Invention System,726,279.66,0.39,Non-Standard Technical,FALSE
9719-1,Robotics Invention System,733,285.84,0.39,Non-Standard Technical,FALSE
3803-1,Robotics Invention System Upgrade Kit,70,34.96,0.5,Non-Standard Technical,FALSE
3804-1,Robotics Invention System V2.0,717,263.08,0.37,Non-Standard Technical,FALSE
8245-1,Robots Revenge,222,42.88,0.19,Non-Standard Technical,FALSE
3591-1,Rota-Beast,265,42.88,0.16,Non-Standard Technical,FALSE
8270-1,Rough Terrain Crane,106,11.22,0.11,Non-Standard Technical,FALSE
10025-1,Santa Fe Cars - Set I,326,45.33,0.14,Non-Standard Technical,FALSE
10022-1,Santa Fe Cars - Set II,411,45.33,0.11,Non-Standard Technical,FALSE
10020-1,Santa Fe Super Chief,435,51.8,0.12,Non-Standard Technical,FALSE
8268-1,Scorpion Attack,85,20.97,0.25,Non-Standard Technical,FALSE
8503-1,Scuba,39,8.39,0.22,Non-Standard Technical,FALSE
8250-1,Search Sub,383,71.85,0.19,Non-Standard Technical,FALSE
42008-1,Service Truck,1276,129.99,0.1,Non-Standard Technical,FALSE
3808-1,Shadowstrike S70,235,77.7,0.33,Non-Standard Technical,FALSE
8838-1,Shock Cycle,251,50.88,0.2,Non-Standard Technical,FALSE
8458-1,Silver Champion,1431,229.98,0.16,Non-Standard Technical,FALSE
5219-1,Silver Wheel Multi Pack,28,40.58,1.45,Non-Standard Technical,FALSE
8501-1,Ski,34,8.39,0.25,Non-Standard Technical,FALSE
8836-1,Sky Ranger,273,49.4,0.18,Non-Standard Technical,FALSE
8240-1,Slammer Stunt Bike,152,19.73,0.13,Non-Standard Technical,FALSE
8242-1,Slammer Turbo,253,26.31,0.1,Non-Standard Technical,FALSE
3740-1,Small Locomotive,67,19.73,0.29,Non-Standard Technical,FALSE
3807-1,Snaptrax S45,202,77.7,0.38,Non-Standard Technical,FALSE
8263-1,Snow Groomer,590,54.28,0.09,Non-Standard Technical,FALSE
42021-1,Snowmobile,186,19.99,0.11,Non-Standard Technical,FALSE
8272-1,Snowmobile,331,33.69,0.1,Non-Standard Technical,FALSE
8251-1,Sonic Cycle,89,11.19,0.13,Non-Standard Technical,FALSE
8480-1,Space Shuttle,1368,234.59,0.17,Non-Standard Technical,FALSE
8522-1,Spark,35,8.12,0.23,Non-Standard Technical,FALSE
5206-1,Speed Computer,19,27.06,1.42,Non-Standard Technical,FALSE
8213-1,Spy Runner,98,14.29,0.15,Non-Standard Technical,FALSE
8266-1,Spyder Slayer,366,100.04,0.27,Non-Standard Technical,FALSE
7722-1,Steam Cargo Train Set,495,148.3,0.3,Non-Standard Technical,FALSE
4515-1,Straight Rails,8,22.22,2.78,Non-Standard Technical,FALSE
150-1,Straight Track,28,14.38,0.51,Non-Standard Technical,FALSE
8420-1,Street Bike,506,59.64,0.12,Non-Standard Technical,FALSE
8307-1,Stunt Race,392,121.75,0.31,Non-Standard Technical,FALSE
8070-1,Super Car,1281,124.27,0.1,Non-Standard Technical,FALSE
8880-1,Super Car,1343,204.35,0.15,Non-Standard Technical,FALSE
3038-1,Super Challenge,366,100.04,0.27,Non-Standard Technical,FALSE
8448-1,Super Street Sensation,1437,181.78,0.13,Non-Standard Technical,FALSE
8508-1,Supplementary Discs,5,2.8,0.56,Non-Standard Technical,FALSE
8839-1,Supply Ship,532,98.8,0.19,Non-Standard Technical,FALSE
8509-1,Swamp,45,8.12,0.18,Non-Standard Technical,FALSE
10016-1,Tanker,128,26.31,0.21,Non-Standard Technical,FALSE
8712-1,Technic Figures,10,16.25,1.62,Non-Standard Technical,FALSE
3809-1,Technojaw T55,260,77.7,0.3,Non-Standard Technical,FALSE
8283-1,Telehandler,323,34.65,0.11,Non-Standard Technical,FALSE
8295-1,Telescopic Handler,1182,97.37,0.08,Non-Standard Technical,FALSE
3742-1,Tender,39,14.47,0.37,Non-Standard Technical,FALSE
8714-1,The LEGO Technic Guys,9,14.51,1.61,Non-Standard Technical,FALSE
8500-1,Torch,33,8.39,0.25,Non-Standard Technical,FALSE
8285-1,Tow Truck,1877,138.65,0.07,Non-Standard Technical,FALSE
8462-1,Tow Truck,774,174.36,0.23,Non-Standard Technical,FALSE
9391-1,Tracked Crane,218,20.28,0.09,Non-Standard Technical,FALSE
8260-1,Tractor,104,10.85,0.1,Non-Standard Technical,FALSE
9393-1,Tractor,353,40.58,0.11,Non-Standard Technical,FALSE
8049-1,Tractor with Log Loader,525,64.09,0.12,Non-Standard Technical,FALSE
8063-1,Tractor with Trailer,1100,108.58,0.1,Non-Standard Technical,FALSE
2126-1,Train Cars,378,100.88,0.27,Non-Standard Technical,FALSE
8866-1,Train Motor,7,11.93,1.7,Non-Standard Technical,FALSE
88002-1,Train Motor,7,14.49,2.07,Non-Standard Technical,FALSE
4556-1,Train Station,236,58.73,0.25,Non-Standard Technical,FALSE
2150-1,Train Station,599,108.39,0.18,Non-Standard Technical,FALSE
4533-1,Train Track Snow Remover,58,12.58,0.22,Non-Standard Technical,FALSE
4553-1,Train Wash,185,41.95,0.23,Non-Standard Technical,FALSE
8229-1,Tread Trekker,185,31.93,0.17,Non-Standard Technical,FALSE
8436-1,Truck,1027,110.99,0.11,Non-Standard Technical,FALSE
10170-1,TTX Intermodal Double-Stack Car,366,47.71,0.13,Non-Standard Technical,FALSE
8502-1,Turbo,45,8.39,0.19,Non-Standard Technical,FALSE
8216-1,Turbo 1,97,14.51,0.15,Non-Standard Technical,FALSE
42020-1,Twin Rotor Helicopter,145,12.99,0.09,Non-Standard Technical,FALSE
3801-1,Ultimate Accessory Set,45,67.64,1.5,Non-Standard Technical,FALSE
3800-1,Ultimate Builders Set,321,78.92,0.25,Non-Standard Technical,FALSE
8064-1,Universal Motor Set,219,98.03,0.45,Non-Standard Technical,FALSE
5222-1,Vehicle Chassis Pack,137,23,0.17,Non-Standard Technical,FALSE
5220-1,Vehicle Styling Pack,221,16.23,0.07,Non-Standard Technical,FALSE
9731-1,Vision Command,138,135.28,0.98,Non-Standard Technical,FALSE
42030-1,Volvo L350F Wheel Loader,1636,249.99,0.15,Non-Standard Technical,FALSE
8271-1,Wheel Loader,200,22.46,0.11,Non-Standard Technical,FALSE
5223-1,Wind-Up Motor,41,13.15,0.32,Non-Standard Technical,FALSE
1241-1,1241 Piece Basic Set,1241,97.73,0.08,Standard,FALSE
1252-2,1252 Piece Motorized Basic Set,1252,114.98,0.09,Standard,FALSE
3343-1,2 Battle Droids and Command Officer Minifig Pack - Star Wars #4,30,6.76,0.23,Standard,TRUE
3-Nov,2 For 1 Bonus Offer,151,3.08,0.02,Standard,FALSE
1707-1,20th Anniversary Jackpot Bucket,400,24.18,0.06,Standard,FALSE
3421-1,3 vs 3 Shootout,225,38.85,0.17,Standard,FALSE
324-2,324 Piece Medium Basic Set,324,44.72,0.14,Standard,FALSE
395-3,395 Piece Basic Set,395,27.81,0.07,Standard,FALSE
157-3,4 Car Auto Transport,65,29.96,0.46,Standard,FALSE
6474-1,4-Wheeled Front Shovel,52,9.47,0.18,Standard,FALSE
6641-1,4-Wheelin' Truck,81,13.33,0.16,Standard,FALSE
8969-1,4-Wheeling Pursuit,320,32.56,0.1,Standard,FALSE
107-3,4.5V Reversible Power Unit,16,73.3,4.58,Standard,FALSE
75908-1,458 Italia GT2,153,14.99,0.1,Standard,FALSE
6471-1,4WD Police Patrol,30,6.76,0.23,Standard,FALSE
7635-1,4WD with Horse Trailer,176,18.98,0.11,Standard,FALSE
60085-1,4x4 with Powerboat,301,29.99,0.1,Standard,FALSE
4105-2,50th Anniversary Bucket,500,11.93,0.02,Standard,FALSE
665-1,665 Piece Basic Set,665,38.96,0.06,Standard,FALSE
7134-1,A-wing Fighter,125,20.29,0.16,Standard,TRUE
6207-1,A-wing Fighter,194,18.49,0.1,Standard,TRUE
75003-1,A-wing Starfighter,177,24.99,0.14,Standard,TRUE
30052-1,AAT,46,4.13,0.09,Standard,TRUE
75029-1,AAT,95,9.99,0.11,Standard,TRUE
75080-1,AAT,251,24.99,0.1,Standard,TRUE
78579-1,Action Pack,93,14.28,0.15,Standard,FALSE
8667-1,Action Wheeler,79,11.56,0.15,Standard,FALSE
3426-1,Adidas Team Transport,133,25.9,0.19,Standard,FALSE
8151-1,Adrift Sport,52,5.4,0.1,Standard,FALSE
1298-1,Advent Calendar,216,28.58,0.13,Standard,FALSE
2250-1,Advent Calendar,240,27.06,0.11,Standard,FALSE
comcon015-1,Advent calendar (SDCC 2011 exclusive),266,51.78,0.19,Standard,TRUE
223-1,Adventure Set,223,33.47,0.15,Standard,FALSE
5900-1,Adventurer - Johnny Thunder,13,6.07,0.47,Standard,FALSE
2542-1,Adventurers Aeroplane,21,2.86,0.14,Standard,FALSE
2541-1,Adventurers Car,24,2.86,0.12,Standard,FALSE
2996-1,Adventurers Tomb,81,11.43,0.14,Standard,FALSE
3827-1,Adventures in Bikini Bottom,579,46.21,0.08,Standard,TRUE
6345-1,Aerial Acrobats,351,54.81,0.16,Standard,FALSE
8971-1,Aerial Defence Unit,733,86.86,0.12,Standard,FALSE
6462-1,Aerial Recovery,194,35.73,0.18,Standard,FALSE
8106-1,Aero Booster,312,33.69,0.11,Standard,FALSE
6536-1,Aero Hawk,48,7.25,0.15,Standard,FALSE
7415-1,Aero Nomad,120,25.33,0.21,Standard,FALSE
7317-1,Aero Tube Hanger,706,118.39,0.17,Standard,FALSE
9483-1,Agent Mater's Escape,144,15.21,0.11,Standard,TRUE
70169-1,Agent Stealth Patrol,475,49.99,0.11,Standard,FALSE
7751-1,Ahsoka's Starfighter and Droids,291,43.42,0.15,Standard,TRUE
1362-1,Air Boat,24,3.95,0.16,Standard,FALSE
6735-1,Air Chase,85,12.95,0.15,Standard,FALSE
7732-1,Air Mail,88,16.22,0.18,Standard,FALSE
1149-1,Air Police,24,3.89,0.16,Standard,FALSE
3828-1,Air Temple,400,34.67,0.09,Standard,TRUE
2532-1,Aircraft and Ground Crew,143,28.23,0.2,Standard,FALSE
1818-1,Aircraft and Ground Support Equipment and Vehicle.,203,35.63,0.18,Standard,FALSE
7214-1,Airline Promotional Set,125,14.8,0.12,Standard,FALSE
1610-2,Airliner,23,7.15,0.31,Standard,FALSE
7901-1,Airplane Mechanic,26,4.03,0.16,Standard,FALSE
5524-1,Airport,607,47.71,0.08,Standard,FALSE
6392-1,Airport,530,114.21,0.22,Standard,FALSE
7894-1,Airport,700,92.43,0.13,Standard,FALSE
3182-1,Airport,703,106.82,0.15,Standard,FALSE
5933-1,Airport Building Set,310,20.7,0.07,Standard,FALSE
7891-1,Airport Fire Truck,148,17.32,0.12,Standard,FALSE
60061-1,Airport Fire Truck,326,29.99,0.09,Standard,FALSE
1475-1,Airport Security Squad,123,17.1,0.14,Standard,FALSE
6399-1,Airport Shuttle,767,249.53,0.33,Standard,FALSE
6975-1,Alien Avenger,369,87.09,0.24,Standard,FALSE
853301-1,Alien Conquest Battle Pack,31,15.52,0.5,Standard,FALSE
7050-1,Alien Defender,105,10.35,0.1,Standard,FALSE
78777-1,Alien Discovery,122,10.52,0.09,Standard,FALSE
6854-1,Alien Fossilizer,53,8.91,0.17,Standard,FALSE
7065-1,Alien Mothership,416,62.13,0.15,Standard,FALSE
30070-1,Alien Space Ship,29,4.26,0.15,Standard,TRUE
7049-1,Alien Striker,42,5.17,0.12,Standard,FALSE
5955-1,All Terrain Trapper,185,40.58,0.22,Standard,FALSE
6927-1,All-Terrain Vehicle,170,37.16,0.22,Standard,FALSE
6887-1,Allied Avenger,100,13.56,0.14,Standard,FALSE
6988-1,Alpha Centauri Outpost,406,136.83,0.34,Standard,FALSE
6774-1,Alpha Team ATV,134,26.31,0.2,Standard,FALSE
